root_category,found_in_category,pageid,title,url,categories,matched_keyword,latitude,longitude,date
Category:19th-century books,Category:19th-century books in Latin,4347070,Philosophaster,https://en.wikipedia.org/?curid=4347070,Category:1618 plays | Category:1862 books | Category:19th-century books in Latin | Category:English Renaissance plays | Category:Fiction about fraud | Category:Fictional philosophers | Category:Plays in Latin | Category:Plays set in Spain,Spain,39.917913,-3.519968,1862
Category:19th-century books,Category:19th-century books in Latin,48393672,Prosopographia Imperii Romani,https://en.wikipedia.org/?curid=48393672,Category:19th-century books in Latin | Category:20th-century books in Latin | Category:History books about ancient Rome | Category:Prosopography of ancient Rome,Rome,41.9029,12.4534,1800
Category:19th-century books,Category:19th-century Persian books,3176597,Amir Arsalan,https://en.wikipedia.org/?curid=3176597,Category:19th-century Persian books | Category:Iranian folklore | Category:Middle East mythology stubs | Category:Naqqali | Category:Persian mythology | Category:Qajar literature,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,55521442,Asar-e Ajam,https://en.wikipedia.org/?curid=55521442,Category:19th-century Persian books | Category:Geography books | Category:Geography of Fars province | Category:History of Fars province | Category:Qajar literature,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,65933463,Bahar I Azam Jahi,https://en.wikipedia.org/?curid=65933463,Category:19th-century Persian books | Category:Nawabs of the Carnatic | Category:Pilgrimage accounts | Category:Translations into English,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,62247630,Tarikhe Dokhanieh,https://en.wikipedia.org/?curid=62247630,Category:19th-century Persian books | Category:Iranian books | Category:Qajar literature | Category:Tobacco in Iran,Iran,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,1327831,Hidden Words,https://en.wikipedia.org/?curid=1327831,Category:1857 books | Category:19th-century Persian books | Category:Works by Baháʼu'lláh,Persian,32.326038,54.118245,1857
Category:19th-century books,Category:19th-century Persian books,66334233,Javaher Nameh-ye Lankaran,https://en.wikipedia.org/?curid=66334233,Category:1869 books | Category:19th-century Persian books | Category:Talysh Khanate,Persian,32.326038,54.118245,1869
Category:19th-century books,Category:19th-century Persian books,77924455,Ketabcha-ye tayefa-ye Ayromlu,https://en.wikipedia.org/?curid=77924455,Category:19th-century Persian books | Category:British Library oriental manuscripts | Category:Chronicles | Category:Iranian history stubs | Category:Literature stubs | Category:Qajar literature,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,335642,Kitáb-i-Íqán,https://en.wikipedia.org/?curid=335642,Category:1861 books | Category:1861 in religion | Category:19th-century Persian books | Category:Works by Baháʼu'lláh,Persian,32.326038,54.118245,1861
Category:19th-century books,Category:19th-century Persian books,77901171,Ma'ather-e Soltaniyeh,https://en.wikipedia.org/?curid=77901171,Category:19th-century Persian books | Category:Iranian history stubs | Category:Middle Eastern history book stubs | Category:Qajar literature,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,56745995,Name-ye Khosrowan,https://en.wikipedia.org/?curid=56745995,Category:19th-century Persian books | Category:Iranian books | Category:Iranian history stubs | Category:Iranian nationalism | Category:Linguistic purism in Persian | Category:Middle Eastern history book stubs | Category:Qajar literature,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,77901360,Negarestan-e Dara,https://en.wikipedia.org/?curid=77901360,Category:19th-century Persian books | Category:Iranian history stubs | Category:Middle Eastern history book stubs | Category:Qajar literature,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,161421,Persian Bayán,https://en.wikipedia.org/?curid=161421,Category:19th-century Persian books | Category:Bábí texts,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,2280174,The Seven Valleys,https://en.wikipedia.org/?curid=2280174,Category:1860 books | Category:1860 in religion | Category:19th-century Persian books | Category:Works by Baháʼu'lláh,Persian,32.326038,54.118245,1860
Category:19th-century books,Category:19th-century Persian books,77834742,Tarikh-e Montazam-e Naseri,https://en.wikipedia.org/?curid=77834742,Category:19th-century Persian books | Category:History books | Category:History books about Iran | Category:Persian literature | Category:Persian literature by genre | Category:Persian literature by period | Category:Qajar literature,Iran,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,77924895,Tarikh-i Jadidah-yi Tashkand,https://en.wikipedia.org/?curid=77924895,Category:19th-century Persian books | Category:Asian history book stubs | Category:Khanate of Kokand,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century Persian books,77925078,Tarikh-i Shahrukhi,https://en.wikipedia.org/?curid=77925078,Category:19th-century Persian books | Category:Asian history book stubs | Category:Khanate of Kokand,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century fiction books,70484608,Țiganiada,https://en.wikipedia.org/?curid=70484608,Category:19th-century fiction books | Category:19th-century poems | Category:Books about Romania | Category:Cultural depictions of Vlad the Impaler | Category:Epic poems in Romanian | Category:Fictional representations of Romani people,Romania,46.036028,24.211692,1800
Category:19th-century books,Category:Kailyard school,2874624,Kailyard school,https://en.wikipedia.org/?curid=2874624,Category:1890s neologisms | Category:19th-century British literature | Category:20th-century British literature | Category:Kailyard school | Category:Scottish literary movements,Scottish,57.0,-4.0,1890
Category:19th-century books,Category:Kailyard school,141931,J. M. Barrie,https://en.wikipedia.org/?curid=141931,Category:1860 births | Category:1937 deaths | Category:19th-century Scottish dramatists and playwrights | Category:19th-century Scottish male writers | Category:19th-century Scottish novelists | Category:20th-century Scottish dramatists and playwrights | Category:20th-century Scottish male writers | Category:20th-century Scottish novelists | Category:Alumni of the University of Edinburgh | Category:Baronets in the Baronetage of the United Kingdom | Category:British male novelists | Category:Chancellors of the University of Edinburgh | Category:Deaths from pneumonia in England | Category:J. M. Barrie | Category:Kailyard school | Category:Members of the Order of Merit | Category:People educated at Dumfries Academy | Category:People educated at Forfar Academy | Category:People educated at the Glasgow Academy | Category:People from Kirriemuir | Category:Presidents of the Society of Authors | Category:Rectors of the University of St Andrews | Category:Scottish children's writers | Category:Scottish fantasy writers | Category:Scottish journalists | Category:Scottish male novelists | Category:Scottish opera librettists | Category:Victorian novelists | Category:Writers of Gothic fiction,United Kingdom,54.224688,-1.753312,1800
Category:19th-century books,Category:Kailyard school,1952334,John Joy Bell,https://en.wikipedia.org/?curid=1952334,Category:1871 births | Category:1934 deaths | Category:Alumni of the University of Glasgow | Category:Burials at St Machar's Cathedral | Category:Kailyard school | Category:People educated at Kelvinside Academy | Category:People educated at Morrison's Academy | Category:People from Hillhead | Category:Scottish journalists | Category:Scottish novelists | Category:Scottish poets,Scottish,57.0,-4.0,1800
Category:19th-century books,Category:Kailyard school,59186626,Beside the Bonnie Brier Bush,https://en.wikipedia.org/?curid=59186626,Category:1894 short story collections | Category:Kailyard school | Category:Works by Scottish writers,Scottish,57.0,-4.0,1800
Category:19th-century books,Category:Kailyard school,956150,S. R. Crockett,https://en.wikipedia.org/?curid=956150,Category:1859 births | Category:1914 deaths | Category:19th-century Scottish Presbyterian ministers | Category:19th-century Scottish male writers | Category:19th-century Scottish novelists | Category:19th-century Scottish short story writers | Category:19th-century ministers of the Free Church of Scotland | Category:Alumni of the University of Edinburgh | Category:Kailyard school | Category:People from Dumfries and Galloway | Category:Scottish male novelists | Category:Scottish male short story writers | Category:Victorian novelists,Scotland,57.0,-4.0,1800
Category:19th-century books,Category:Kailyard school,146769,George MacDonald,https://en.wikipedia.org/?curid=146769,Category:1824 births | Category:1905 deaths | Category:19th-century Christian mystics | Category:19th-century Christian universalists | Category:19th-century Scottish male writers | Category:19th-century Scottish novelists | Category:19th-century Scottish philosophers | Category:19th-century Scottish poets | Category:20th-century Scottish philosophers | Category:Alumni of the University of Aberdeen | Category:Christian novelists | Category:Christian poets | Category:Christian universalist clergy | Category:Christian universalist theologians | Category:Fellows of the Society of Antiquaries of Scotland | Category:George MacDonald | Category:Kailyard school | Category:Lallans poets | Category:Mythopoeic writers | Category:People from Huntly | Category:Protestant mystics | Category:Protestant philosophers | Category:Scottish Christian poets | Category:Scottish Christian theologians | Category:Scottish Christian universalists | Category:Scottish Congregationalist ministers | Category:Scottish anti-communists | Category:Scottish children's writers | Category:Scottish expatriates in Italy | Category:Scottish fabulists | Category:Scottish fantasy writers | Category:Scottish male novelists | Category:Scottish male poets | Category:Victorian novelists,Italy,42.558217,12.631183,1800
